airline,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
Air India,Bangalore,Night,one,Afternoon,Mumbai,Business,949.8,34,54684
Air India,Bangalore,Early_Morning,one,Night,Mumbai,Business,960.0,34,54684
Air India,Bangalore,Evening,one,Morning,Mumbai,Business,979.8,34,54684
Air India,Bangalore,Evening,one,Morning,Mumbai,Business,1045.2,34,54684
Air India,Bangalore,Evening,one,Afternoon,Mumbai,Business,1140.0,34,54684
Air India,Bangalore,Night,one,Evening,Mumbai,Business,1260.0,34,54684
Air India,Bangalore,Night,one,Evening,Mumbai,Business,1380.0,34,54684
Air India,Bangalore,Evening,one,Evening,Mumbai,Business,1450.2,34,54684
Air India,Bangalore,Evening,one,Evening,Mumbai,Business,1570.2,34,54684
Air India,Bangalore,Late_Night,one,Night,Mumbai,Business,1045.2,34,56058
Air India,Bangalore,Afternoon,one,Night,Mumbai,Business,1875.0,34,56058
Vistara,Bangalore,Early_Morning,one,Afternoon,Mumbai,Business,360.0,34,61404
Vistara,Bangalore,Early_Morning,one,Afternoon,Mumbai,Business,420.0,34,61404
Vistara,Bangalore,Night,one,Morning,Mumbai,Business,865.2,34,61404
Vistara,Bangalore,Morning,one,Evening,Mumbai,Business,454.8,34,62524
Vistara,Bangalore,Morning,one,Evening,Mumbai,Business,559.8,34,62524
Vistara,Bangalore,Early_Morning,one,Evening,Mumbai,Business,664.8,34,62524
Vistara,Bangalore,Early_Morning,one,Evening,Mumbai,Business,724.8,34,62524
Vistara,Bangalore,Morning,one,Evening,Mumbai,Business,370.2,34,67004
Vistara,Bangalore,Early_Morning,one,Afternoon,Mumbai,Business,420.0,34,67004
Vistara,Bangalore,Morning,one,Evening,Mumbai,Business,475.2,34,67004
Vistara,Bangalore,Early_Morning,one,Afternoon,Mumbai,Business,480.0,34,67004
Vistara,Bangalore,Early_Morning,one,Evening,Mumbai,Business,580.2,34,67004
Vistara,Bangalore,Early_Morning,one,Evening,Mumbai,Business,640.2,34,67004
Vistara,Bangalore,Night,one,Early_Morning,Mumbai,Business,645.0,34,67004
Vistara,Bangalore,Evening,one,Early_Morning,Mumbai,Business,735.0,34,67004
Vistara,Bangalore,Morning,one,Night,Mumbai,Business,739.8,34,67004
Vistara,Bangalore,Evening,one,Early_Morning,Mumbai,Business,784.8,34,67004
Vistara,Bangalore,Morning,one,Night,Mumbai,Business,844.8,34,67004
Vistara,Bangalore,Night,one,Afternoon,Mumbai,Business,925.2,34,67004
Vistara,Bangalore,Early_Morning,one,Night,Mumbai,Business,949.8,34,67004
Vistara,Bangalore,Morning,one,Night,Mumbai,Business,514.8,34,69244
Vistara,Bangalore,Morning,one,Night,Mumbai,Business,619.8,34,69244
Vistara,Bangalore,Early_Morning,one,Night,Mumbai,Business,724.8,34,69244
Vistara,Bangalore,Night,one,Morning,Mumbai,Business,754.8,34,69244
Vistara,Bangalore,Early_Morning,one,Night,Mumbai,Business,784.8,34,69244
Vistara,Bangalore,Night,one,Morning,Mumbai,Business,840.0,34,69244
Vistara,Bangalore,Evening,one,Morning,Mumbai,Business,844.8,34,69244
Vistara,Bangalore,Evening,one,Morning,Mumbai,Business,895.2,34,69244
Vistara,Bangalore,Evening,one,Morning,Mumbai,Business,930.0,34,69244
Vistara,Bangalore,Evening,one,Night,Mumbai,Business,360.0,34,74441
Vistara,Bangalore,Evening,one,Early_Morning,Mumbai,Business,844.8,34,74441
Vistara,Bangalore,Morning,one,Night,Mumbai,Business,630.0,34,74844
Vistara,Bangalore,Morning,one,Night,Mumbai,Business,735.0,34,74844
Vistara,Bangalore,Early_Morning,one,Night,Mumbai,Business,840.0,34,74844
Vistara,Bangalore,Early_Morning,one,Night,Mumbai,Business,900.0,34,74844
Vistara,Bangalore,Evening,one,Morning,Mumbai,Business,955.2,34,76681
Vistara,Bangalore,Morning,one,Night,Mumbai,Business,585.0,34,77196
Vistara,Bangalore,Morning,one,Night,Mumbai,Business,690.0,34,77196
Vistara,Bangalore,Early_Morning,one,Night,Mumbai,Business,795.0,34,77196
Vistara,Bangalore,Early_Morning,one,Night,Mumbai,Business,855.0,34,77196
Vistara,Bangalore,Early_Morning,zero,Morning,Mumbai,Business,94.8,35,20760
Vistara,Bangalore,Morning,zero,Morning,Mumbai,Business,105.0,35,20760
Vistara,Bangalore,Evening,zero,Night,Mumbai,Business,105.0,35,20760
Vistara,Bangalore,Night,zero,Night,Mumbai,Business,105.0,35,20760
Vistara,Bangalore,Evening,zero,Night,Mumbai,Business,109.8,35,20760
Vistara,Bangalore,Morning,zero,Morning,Mumbai,Business,115.2,35,20760
Vistara,Bangalore,Evening,zero,Night,Mumbai,Business,115.2,35,20760
Air India,Bangalore,Early_Morning,zero,Morning,Mumbai,Business,109.8,35,20760
Air India,Bangalore,Early_Morning,one,Night,Mumbai,Business,979.8,35,29170
Air India,Bangalore,Afternoon,one,Evening,Mumbai,Business,1729.8,35,44863
Vistara,Bangalore,Morning,one,Night,Mumbai,Business,604.8,35,48289
Vistara,Bangalore,Morning,one,Morning,Mumbai,Business,1440.0,35,48289
Vistara,Bangalore,Afternoon,one,Afternoon,Mumbai,Business,1560.0,35,51994
Vistara,Bangalore,Morning,one,Evening,Mumbai,Business,405.0,35,54684
Vistara,Bangalore,Early_Morning,one,Evening,Mumbai,Business,510.0,35,54684
Vistara,Bangalore,Early_Morning,one,Evening,Mumbai,Business,570.0,35,54684
Air India,Bangalore,Early_Morning,one,Afternoon,Mumbai,Business,400.2,35,54684
Air India,Bangalore,Afternoon,one,Evening,Mumbai,Business,400.2,35,54684
Air India,Bangalore,Morning,one,Evening,Mumbai,Business,454.8,35,54684
Air India,Bangalore,Afternoon,one,Night,Mumbai,Business,475.2,35,54684
Air India,Bangalore,Afternoon,one,Night,Mumbai,Business,495.0,35,54684
Air India,Bangalore,Afternoon,one,Night,Mumbai,Business,529.8,35,54684
Air India,Bangalore,Morning,one,Evening,Mumbai,Business,574.8,35,54684
Air India,Bangalore,Morning,one,Night,Mumbai,Business,649.8,35,54684
Air India,Bangalore,Morning,one,Night,Mumbai,Business,670.2,35,54684
Air India,Bangalore,Morning,one,Night,Mumbai,Business,705.0,35,54684
Air India,Bangalore,Early_Morning,one,Evening,Mumbai,Business,709.8,35,54684
Air India,Bangalore,Night,one,Morning,Mumbai,Business,724.8,35,54684
Air India,Bangalore,Night,one,Morning,Mumbai,Business,790.2,35,54684
Air India,Bangalore,Early_Morning,one,Evening,Mumbai,Business,829.8,35,54684
Air India,Bangalore,Night,one,Morning,Mumbai,Business,855.0,35,54684
Air India,Bangalore,Early_Morning,one,Night,Mumbai,Business,904.8,35,54684
Air India,Bangalore,Evening,one,Morning,Mumbai,Business,915.0,35,54684
Air India,Bangalore,Early_Morning,one,Night,Mumbai,Business,925.2,35,54684
Air India,Bangalore,Night,one,Afternoon,Mumbai,Business,949.8,35,54684
Air India,Bangalore,Early_Morning,one,Night,Mumbai,Business,960.0,35,54684
Air India,Bangalore,Evening,one,Morning,Mumbai,Business,979.8,35,54684
Air India,Bangalore,Evening,one,Morning,Mumbai,Business,1045.2,35,54684
Air India,Bangalore,Evening,one,Afternoon,Mumbai,Business,1140.0,35,54684
Air India,Bangalore,Night,one,Evening,Mumbai,Business,1260.0,35,54684
Air India,Bangalore,Night,one,Evening,Mumbai,Business,1380.0,35,54684
Air India,Bangalore,Evening,one,Evening,Mumbai,Business,1450.2,35,54684
Air India,Bangalore,Evening,one,Evening,Mumbai,Business,1570.2,35,54684
Vistara,Bangalore,Early_Morning,one,Afternoon,Mumbai,Business,360.0,35,61404
Vistara,Bangalore,Early_Morning,one,Afternoon,Mumbai,Business,420.0,35,61404
Vistara,Bangalore,Night,one,Morning,Mumbai,Business,865.2,35,61404
Vistara,Bangalore,Morning,one,Evening,Mumbai,Business,454.8,35,62524
Vistara,Bangalore,Morning,one,Evening,Mumbai,Business,559.8,35,62524
Vistara,Bangalore,Early_Morning,one,Evening,Mumbai,Business,664.8,35,62524
Vistara,Bangalore,Early_Morning,one,Evening,Mumbai,Business,724.8,35,62524
Vistara,Bangalore,Morning,one,Night,Mumbai,Business,679.8,35,62636
Vistara,Bangalore,Morning,one,Night,Mumbai,Business,784.8,35,62636
Vistara,Bangalore,Early_Morning,one,Night,Mumbai,Business,889.8,35,62636
Vistara,Bangalore,Early_Morning,one,Night,Mumbai,Business,949.8,35,62636
Vistara,Bangalore,Evening,one,Night,Mumbai,Business,360.0,35,67004
Vistara,Bangalore,Morning,one,Evening,Mumbai,Business,370.2,35,67004
Vistara,Bangalore,Early_Morning,one,Afternoon,Mumbai,Business,420.0,35,67004
Vistara,Bangalore,Morning,one,Evening,Mumbai,Business,475.2,35,67004
Vistara,Bangalore,Early_Morning,one,Afternoon,Mumbai,Business,480.0,35,67004
Vistara,Bangalore,Early_Morning,one,Evening,Mumbai,Business,580.2,35,67004
Vistara,Bangalore,Early_Morning,one,Evening,Mumbai,Business,640.2,35,67004
Vistara,Bangalore,Morning,one,Night,Mumbai,Business,739.8,35,67004
Vistara,Bangalore,Morning,one,Night,Mumbai,Business,844.8,35,67004
Vistara,Bangalore,Night,one,Afternoon,Mumbai,Business,925.2,35,67004
Vistara,Bangalore,Early_Morning,one,Night,Mumbai,Business,949.8,35,67004
Vistara,Bangalore,Morning,one,Night,Mumbai,Business,514.8,35,69244
Vistara,Bangalore,Morning,one,Night,Mumbai,Business,585.0,35,69244
Vistara,Bangalore,Morning,one,Night,Mumbai,Business,619.8,35,69244
Vistara,Bangalore,Morning,one,Night,Mumbai,Business,690.0,35,69244
Vistara,Bangalore,Early_Morning,one,Night,Mumbai,Business,724.8,35,69244
Vistara,Bangalore,Night,one,Morning,Mumbai,Business,754.8,35,69244
Vistara,Bangalore,Early_Morning,one,Night,Mumbai,Business,784.8,35,69244
Vistara,Bangalore,Early_Morning,one,Night,Mumbai,Business,795.0,35,69244
Vistara,Bangalore,Night,one,Morning,Mumbai,Business,840.0,35,69244
Vistara,Bangalore,Evening,one,Morning,Mumbai,Business,844.8,35,69244
Vistara,Bangalore,Early_Morning,one,Night,Mumbai,Business,855.0,35,69244
Vistara,Bangalore,Evening,one,Morning,Mumbai,Business,895.2,35,69244
Vistara,Bangalore,Evening,one,Morning,Mumbai,Business,930.0,35,69244
Vistara,Bangalore,Evening,one,Morning,Mumbai,Business,955.2,35,69244
Vistara,Bangalore,Morning,one,Night,Mumbai,Business,630.0,35,74844
Vistara,Bangalore,Morning,one,Night,Mumbai,Business,735.0,35,74844
Vistara,Bangalore,Early_Morning,one,Night,Mumbai,Business,840.0,35,74844
Vistara,Bangalore,Early_Morning,one,Night,Mumbai,Business,900.0,35,74844
Vistara,Bangalore,Night,one,Early_Morning,Mumbai,Business,645.0,35,74956
Vistara,Bangalore,Evening,one,Early_Morning,Mumbai,Business,735.0,35,74956
Vistara,Bangalore,Evening,one,Early_Morning,Mumbai,Business,784.8,35,74956
Vistara,Bangalore,Evening,one,Early_Morning,Mumbai,Business,844.8,35,74956
Vistara,Bangalore,Early_Morning,zero,Morning,Mumbai,Business,94.8,36,20760
Vistara,Bangalore,Morning,zero,Morning,Mumbai,Business,105.0,36,20760
Vistara,Bangalore,Evening,zero,Night,Mumbai,Business,105.0,36,20760
Vistara,Bangalore,Night,zero,Night,Mumbai,Business,105.0,36,20760
Vistara,Bangalore,Evening,zero,Night,Mumbai,Business,109.8,36,20760
Vistara,Bangalore,Morning,zero,Morning,Mumbai,Business,115.2,36,20760
Vistara,Bangalore,Evening,zero,Night,Mumbai,Business,115.2,36,20760
Air India,Bangalore,Early_Morning,zero,Morning,Mumbai,Business,109.8,36,20760
Air India,Bangalore,Evening,zero,Night,Mumbai,Business,115.2,36,20760
Vistara,Bangalore,Afternoon,one,Afternoon,Mumbai,Business,1560.0,36,39002
Air India,Bangalore,Morning,one,Evening,Mumbai,Business,334.8,36,39623
Air India,Bangalore,Early_Morning,one,Afternoon,Mumbai,Business,544.8,36,42622
Air India,Bangalore,Afternoon,one,Afternoon,Mumbai,Business,1414.8,36,44647
Vistara,Bangalore,Morning,one,Night,Mumbai,Business,604.8,36,48289
Vistara,Bangalore,Morning,one,Morning,Mumbai,Business,1440.0,36,48289
Vistara,Bangalore,Morning,one,Evening,Mumbai,Business,405.0,36,54684
Vistara,Bangalore,Early_Morning,one,Evening,Mumbai,Business,510.0,36,54684
Vistara,Bangalore,Early_Morning,one,Evening,Mumbai,Business,570.0,36,54684
Vistara,Bangalore,Morning,one,Night,Mumbai,Business,679.8,36,54684
Vistara,Bangalore,Morning,one,Night,Mumbai,Business,784.8,36,54684
Vistara,Bangalore,Early_Morning,one,Night,Mumbai,Business,889.8,36,54684
Vistara,Bangalore,Early_Morning,one,Night,Mumbai,Business,949.8,36,54684
Air India,Bangalore,Early_Morning,one,Afternoon,Mumbai,Business,400.2,36,54684
Air India,Bangalore,Afternoon,one,Evening,Mumbai,Business,400.2,36,54684
Air India,Bangalore,Morning,one,Evening,Mumbai,Business,454.8,36,54684
Air India,Bangalore,Afternoon,one,Night,Mumbai,Business,475.2,36,54684
Air India,Bangalore,Afternoon,one,Night,Mumbai,Business,495.0,36,54684
Air India,Bangalore,Afternoon,one,Night,Mumbai,Business,529.8,36,54684
Air India,Bangalore,Morning,one,Evening,Mumbai,Business,574.8,36,54684
Air India,Bangalore,Morning,one,Night,Mumbai,Business,649.8,36,54684
Air India,Bangalore,Morning,one,Night,Mumbai,Business,670.2,36,54684
Air India,Bangalore,Morning,one,Night,Mumbai,Business,705.0,36,54684
Air India,Bangalore,Early_Morning,one,Evening,Mumbai,Business,709.8,36,54684
Air India,Bangalore,Night,one,Morning,Mumbai,Business,724.8,36,54684
Air India,Bangalore,Night,one,Morning,Mumbai,Business,790.2,36,54684
Air India,Bangalore,Early_Morning,one,Evening,Mumbai,Business,829.8,36,54684
Air India,Bangalore,Night,one,Morning,Mumbai,Business,855.0,36,54684
Air India,Bangalore,Early_Morning,one,Night,Mumbai,Business,904.8,36,54684
Air India,Bangalore,Evening,one,Morning,Mumbai,Business,915.0,36,54684
Air India,Bangalore,Early_Morning,one,Night,Mumbai,Business,925.2,36,54684
Air India,Bangalore,Night,one,Afternoon,Mumbai,Business,949.8,36,54684
Air India,Bangalore,Early_Morning,one,Night,Mumbai,Business,960.0,36,54684
Air India,Bangalore,Evening,one,Morning,Mumbai,Business,979.8,36,54684
Air India,Bangalore,Evening,one,Morning,Mumbai,Business,1045.2,36,54684
Air India,Bangalore,Evening,one,Afternoon,Mumbai,Business,1140.0,36,54684
Air India,Bangalore,Night,one,Evening,Mumbai,Business,1260.0,36,54684
Air India,Bangalore,Night,one,Evening,Mumbai,Business,1380.0,36,54684
Air India,Bangalore,Evening,one,Evening,Mumbai,Business,1450.2,36,54684
Air India,Bangalore,Evening,one,Evening,Mumbai,Business,1570.2,36,54684
Air India,Bangalore,Late_Night,one,Evening,Mumbai,Business,910.2,36,56058
Air India,Bangalore,Late_Night,one,Night,Mumbai,Business,1045.2,36,56058
Vistara,Bangalore,Early_Morning,one,Afternoon,Mumbai,Business,360.0,36,61404
Vistara,Bangalore,Early_Morning,one,Afternoon,Mumbai,Business,420.0,36,61404
Vistara,Bangalore,Night,one,Morning,Mumbai,Business,865.2,36,61404
Vistara,Bangalore,Morning,one,Evening,Mumbai,Business,454.8,36,62524
Vistara,Bangalore,Morning,one,Evening,Mumbai,Business,559.8,36,62524
Vistara,Bangalore,Early_Morning,one,Evening,Mumbai,Business,664.8,36,62524
Vistara,Bangalore,Early_Morning,one,Evening,Mumbai,Business,724.8,36,62524
Vistara,Bangalore,Evening,one,Night,Mumbai,Business,360.0,36,67004
Vistara,Bangalore,Morning,one,Evening,Mumbai,Business,370.2,36,67004
Vistara,Bangalore,Early_Morning,one,Afternoon,Mumbai,Business,420.0,36,67004
Vistara,Bangalore,Morning,one,Evening,Mumbai,Business,475.2,36,67004
Vistara,Bangalore,Early_Morning,one,Afternoon,Mumbai,Business,480.0,36,67004
Vistara,Bangalore,Early_Morning,one,Evening,Mumbai,Business,580.2,36,67004
Vistara,Bangalore,Early_Morning,one,Evening,Mumbai,Business,640.2,36,67004
Vistara,Bangalore,Night,one,Early_Morning,Mumbai,Business,645.0,36,67004
Vistara,Bangalore,Evening,one,Early_Morning,Mumbai,Business,735.0,36,67004
Vistara,Bangalore,Morning,one,Night,Mumbai,Business,739.8,36,67004
Vistara,Bangalore,Evening,one,Early_Morning,Mumbai,Business,784.8,36,67004
Vistara,Bangalore,Morning,one,Night,Mumbai,Business,844.8,36,67004
Vistara,Bangalore,Evening,one,Early_Morning,Mumbai,Business,844.8,36,67004
Vistara,Bangalore,Night,one,Afternoon,Mumbai,Business,925.2,36,67004
Vistara,Bangalore,Early_Morning,one,Night,Mumbai,Business,949.8,36,67004
Vistara,Bangalore,Morning,one,Night,Mumbai,Business,514.8,36,69244
Vistara,Bangalore,Morning,one,Night,Mumbai,Business,585.0,36,69244
Vistara,Bangalore,Morning,one,Night,Mumbai,Business,619.8,36,69244
Vistara,Bangalore,Morning,one,Night,Mumbai,Business,690.0,36,69244
Vistara,Bangalore,Early_Morning,one,Night,Mumbai,Business,724.8,36,69244
Vistara,Bangalore,Night,one,Morning,Mumbai,Business,754.8,36,69244
Vistara,Bangalore,Early_Morning,one,Night,Mumbai,Business,784.8,36,69244
Vistara,Bangalore,Early_Morning,one,Night,Mumbai,Business,795.0,36,69244
Vistara,Bangalore,Night,one,Morning,Mumbai,Business,840.0,36,69244
Vistara,Bangalore,Evening,one,Morning,Mumbai,Business,844.8,36,69244
Vistara,Bangalore,Early_Morning,one,Night,Mumbai,Business,855.0,36,69244
Vistara,Bangalore,Evening,one,Morning,Mumbai,Business,895.2,36,69244
Vistara,Bangalore,Evening,one,Morning,Mumbai,Business,930.0,36,69244
Vistara,Bangalore,Evening,one,Morning,Mumbai,Business,955.2,36,69244
Vistara,Bangalore,Morning,one,Night,Mumbai,Business,630.0,36,74844
Vistara,Bangalore,Morning,one,Night,Mumbai,Business,735.0,36,74844
Vistara,Bangalore,Early_Morning,one,Night,Mumbai,Business,840.0,36,74844
Vistara,Bangalore,Early_Morning,one,Night,Mumbai,Business,900.0,36,74844
Vistara,Bangalore,Early_Morning,zero,Morning,Mumbai,Business,94.8,37,20760
Vistara,Bangalore,Morning,zero,Morning,Mumbai,Business,105.0,37,20760
Vistara,Bangalore,Evening,zero,Night,Mumbai,Business,105.0,37,20760
Vistara,Bangalore,Night,zero,Night,Mumbai,Business,105.0,37,20760
Vistara,Bangalore,Evening,zero,Night,Mumbai,Business,109.8,37,20760
Vistara,Bangalore,Morning,zero,Morning,Mumbai,Business,115.2,37,20760
Vistara,Bangalore,Evening,zero,Night,Mumbai,Business,115.2,37,20760
Air India,Bangalore,Early_Morning,zero,Morning,Mumbai,Business,109.8,37,20760
Air India,Bangalore,Early_Morning,one,Night,Mumbai,Business,1045.2,37,29170
Air India,Bangalore,Early_Morning,one,Evening,Mumbai,Business,655.2,37,39623
Vistara,Bangalore,Afternoon,one,Morning,Mumbai,Business,1260.0,37,43258
Air India,Bangalore,Afternoon,one,Evening,Mumbai,Business,1740.0,37,44863
Vistara,Bangalore,Afternoon,one,Afternoon,Mumbai,Business,1560.0,37,47738
Vistara,Bangalore,Morning,one,Night,Mumbai,Business,604.8,37,48289
Vistara,Bangalore,Morning,one,Morning,Mumbai,Business,1410.0,37,48289
Vistara,Bangalore,Morning,one,Evening,Mumbai,Business,405.0,37,54684
Vistara,Bangalore,Early_Morning,one,Evening,Mumbai,Business,510.0,37,54684
Vistara,Bangalore,Early_Morning,one,Evening,Mumbai,Business,570.0,37,54684
Vistara,Bangalore,Morning,one,Night,Mumbai,Business,679.8,37,54684
Vistara,Bangalore,Morning,one,Night,Mumbai,Business,784.8,37,54684
Vistara,Bangalore,Early_Morning,one,Night,Mumbai,Business,889.8,37,54684
Vistara,Bangalore,Early_Morning,one,Night,Mumbai,Business,949.8,37,54684
Air India,Bangalore,Early_Morning,one,Afternoon,Mumbai,Business,400.2,37,54684
Air India,Bangalore,Afternoon,one,Evening,Mumbai,Business,400.2,37,54684
Air India,Bangalore,Morning,one,Evening,Mumbai,Business,454.8,37,54684
Air India,Bangalore,Afternoon,one,Night,Mumbai,Business,475.2,37,54684
Air India,Bangalore,Afternoon,one,Night,Mumbai,Business,495.0,37,54684
Air India,Bangalore,Afternoon,one,Night,Mumbai,Business,529.8,37,54684
Air India,Bangalore,Morning,one,Evening,Mumbai,Business,574.8,37,54684
Air India,Bangalore,Morning,one,Night,Mumbai,Business,649.8,37,54684
Air India,Bangalore,Morning,one,Night,Mumbai,Business,670.2,37,54684
Air India,Bangalore,Morning,one,Night,Mumbai,Business,705.0,37,54684
Air India,Bangalore,Early_Morning,one,Evening,Mumbai,Business,709.8,37,54684
Air India,Bangalore,Night,one,Morning,Mumbai,Business,724.8,37,54684
Air India,Bangalore,Night,one,Morning,Mumbai,Business,790.2,37,54684
Air India,Bangalore,Early_Morning,one,Evening,Mumbai,Business,829.8,37,54684
Air India,Bangalore,Night,one,Morning,Mumbai,Business,855.0,37,54684
Air India,Bangalore,Early_Morning,one,Night,Mumbai,Business,904.8,37,54684
Air India,Bangalore,Evening,one,Morning,Mumbai,Business,915.0,37,54684
Air India,Bangalore,Early_Morning,one,Night,Mumbai,Business,925.2,37,54684
Air India,Bangalore,Night,one,Afternoon,Mumbai,Business,949.8,37,54684
Air India,Bangalore,Early_Morning,one,Night,Mumbai,Business,960.0,37,54684
Air India,Bangalore,Evening,one,Morning,Mumbai,Business,979.8,37,54684
Air India,Bangalore,Evening,one,Morning,Mumbai,Business,1045.2,37,54684
Air India,Bangalore,Evening,one,Afternoon,Mumbai,Business,1140.0,37,54684
Air India,Bangalore,Night,one,Evening,Mumbai,Business,1260.0,37,54684
Air India,Bangalore,Night,one,Evening,Mumbai,Business,1380.0,37,54684
Air India,Bangalore,Evening,one,Evening,Mumbai,Business,1450.2,37,54684
Air India,Bangalore,Evening,one,Evening,Mumbai,Business,1570.2,37,54684
Air India,Bangalore,Afternoon,one,Night,Mumbai,Business,1875.0,37,56058
Vistara,Bangalore,Early_Morning,one,Afternoon,Mumbai,Business,360.0,37,61404
Vistara,Bangalore,Early_Morning,one,Afternoon,Mumbai,Business,420.0,37,61404
Vistara,Bangalore,Night,one,Morning,Mumbai,Business,865.2,37,61404
Vistara,Bangalore,Evening,one,Morning,Mumbai,Business,955.2,37,61404
Vistara,Bangalore,Evening,one,Morning,Mumbai,Business,1005.0,37,61404
Vistara,Bangalore,Morning,one,Evening,Mumbai,Business,454.8,37,62524
Vistara,Bangalore,Morning,one,Evening,Mumbai,Business,559.8,37,62524
Vistara,Bangalore,Early_Morning,one,Evening,Mumbai,Business,664.8,37,62524
Vistara,Bangalore,Early_Morning,one,Evening,Mumbai,Business,724.8,37,62524
Vistara,Bangalore,Evening,one,Night,Mumbai,Business,360.0,37,67004
Vistara,Bangalore,Morning,one,Evening,Mumbai,Business,370.2,37,67004
Vistara,Bangalore,Early_Morning,one,Afternoon,Mumbai,Business,420.0,37,67004
Vistara,Bangalore,Morning,one,Evening,Mumbai,Business,475.2,37,67004
Vistara,Bangalore,Early_Morning,one,Afternoon,Mumbai,Business,480.0,37,67004
Vistara,Bangalore,Early_Morning,one,Evening,Mumbai,Business,580.2,37,67004
Vistara,Bangalore,Early_Morning,one,Evening,Mumbai,Business,640.2,37,67004
Vistara,Bangalore,Morning,one,Night,Mumbai,Business,739.8,37,67004
Vistara,Bangalore,Morning,one,Night,Mumbai,Business,844.8,37,67004
Vistara,Bangalore,Night,one,Afternoon,Mumbai,Business,925.2,37,67004
Vistara,Bangalore,Early_Morning,one,Night,Mumbai,Business,949.8,37,67004
Vistara,Bangalore,Morning,one,Night,Mumbai,Business,514.8,37,69244
Vistara,Bangalore,Morning,one,Night,Mumbai,Business,585.0,37,69244
Vistara,Bangalore,Morning,one,Night,Mumbai,Business,619.8,37,69244
Vistara,Bangalore,Morning,one,Night,Mumbai,Business,690.0,37,69244
Vistara,Bangalore,Early_Morning,one,Night,Mumbai,Business,724.8,37,69244
Vistara,Bangalore,Night,one,Morning,Mumbai,Business,754.8,37,69244
Vistara,Bangalore,Early_Morning,one,Night,Mumbai,Business,784.8,37,69244
Vistara,Bangalore,Early_Morning,one,Night,Mumbai,Business,795.0,37,69244
Vistara,Bangalore,Night,one,Morning,Mumbai,Business,840.0,37,69244
Vistara,Bangalore,Evening,one,Morning,Mumbai,Business,844.8,37,69244
Vistara,Bangalore,Early_Morning,one,Night,Mumbai,Business,855.0,37,69244
Vistara,Bangalore,Evening,one,Morning,Mumbai,Business,895.2,37,69244
Vistara,Bangalore,Evening,one,Morning,Mumbai,Business,930.0,37,69244
Vistara,Bangalore,Evening,one,Morning,Mumbai,Business,955.2,37,69244
Vistara,Bangalore,Evening,one,Morning,Mumbai,Business,979.8,37,69244
Vistara,Bangalore,Morning,one,Night,Mumbai,Business,630.0,37,74844
Vistara,Bangalore,Morning,one,Night,Mumbai,Business,735.0,37,74844
Vistara,Bangalore,Early_Morning,one,Night,Mumbai,Business,840.0,37,74844
Vistara,Bangalore,Early_Morning,one,Night,Mumbai,Business,900.0,37,74844
Vistara,Bangalore,Early_Morning,zero,Morning,Mumbai,Business,94.8,38,20760
Vistara,Bangalore,Evening,zero,Night,Mumbai,Business,105.0,38,20760
Vistara,Bangalore,Night,zero,Night,Mumbai,Business,105.0,38,20760
Vistara,Bangalore,Evening,zero,Night,Mumbai,Business,109.8,38,20760
Vistara,Bangalore,Morning,zero,Morning,Mumbai,Business,115.2,38,20760
Vistara,Bangalore,Evening,zero,Night,Mumbai,Business,115.2,38,20760
Air India,Bangalore,Evening,zero,Night,Mumbai,Business,115.2,38,20760
Air India,Bangalore,Early_Morning,one,Night,Mumbai,Business,1045.2,38,29170
Vistara,Bangalore,Afternoon,one,Afternoon,Mumbai,Business,1560.0,38,39842
Air India,Bangalore,Morning,one,Evening,Mumbai,Business,334.8,38,39623
Air India,Bangalore,Early_Morning,one,Evening,Mumbai,Business,655.2,38,39623
Air India,Bangalore,Afternoon,one,Afternoon,Mumbai,Business,1414.8,38,44647
Vistara,Bangalore,Morning,one,Night,Mumbai,Business,604.8,38,48289
Vistara,Bangalore,Morning,one,Morning,Mumbai,Business,1440.0,38,48289
Air India,Bangalore,Early_Morning,one,Afternoon,Mumbai,Business,544.8,38,51022
Vistara,Bangalore,Morning,one,Evening,Mumbai,Business,405.0,38,54684
Vistara,Bangalore,Early_Morning,one,Evening,Mumbai,Business,510.0,38,54684
Vistara,Bangalore,Early_Morning,one,Evening,Mumbai,Business,570.0,38,54684
Vistara,Bangalore,Morning,one,Night,Mumbai,Business,679.8,38,54684
Vistara,Bangalore,Morning,one,Night,Mumbai,Business,784.8,38,54684
Vistara,Bangalore,Early_Morning,one,Night,Mumbai,Business,889.8,38,54684
Vistara,Bangalore,Early_Morning,one,Night,Mumbai,Business,949.8,38,54684
Air India,Bangalore,Early_Morning,one,Afternoon,Mumbai,Business,400.2,38,54684
Air India,Bangalore,Afternoon,one,Evening,Mumbai,Business,400.2,38,54684
Air India,Bangalore,Morning,one,Evening,Mumbai,Business,454.8,38,54684
Air India,Bangalore,Afternoon,one,Night,Mumbai,Business,475.2,38,54684
Air India,Bangalore,Afternoon,one,Night,Mumbai,Business,495.0,38,54684
Air India,Bangalore,Afternoon,one,Night,Mumbai,Business,529.8,38,54684
Air India,Bangalore,Morning,one,Evening,Mumbai,Business,574.8,38,54684
Air India,Bangalore,Morning,one,Night,Mumbai,Business,649.8,38,54684
Air India,Bangalore,Morning,one,Night,Mumbai,Business,670.2,38,54684
Air India,Bangalore,Morning,one,Night,Mumbai,Business,705.0,38,54684
Air India,Bangalore,Early_Morning,one,Evening,Mumbai,Business,709.8,38,54684
